Modelo,R2_Train,R2_Test,RMSE_Train,RMSE_Test,MAE_Train,MAE_Test
Lasso,0.9373667875777262,0.9351804646651822,8.490717476081945,9.273245330080528,7.103959416582243,7.191541734755357
XGBoost,0.9999999995650203,0.927328183018694,0.0007075816627432494,9.818876603902407,0.0005093529110863095,7.3603563810649675
Random_Forest,0.986394374652676,0.9187135771587022,3.9573211905645236,10.384552799331578,3.0726984126984136,7.690877192982459
Gradient_Boosting,0.9999999933598223,0.9129803108934768,0.0027645974226759604,10.74453330643351,0.002262174011481612,8.438954644309872
Ridge,0.9524556821398403,0.8882249619451492,7.3976087293158965,12.177305622787106,6.105173219598772,9.635673924711778
ElasticNet,0.8790730543423757,0.8605742268230007,11.79786951581628,13.600357472639715,9.308022377654446,10.44441376352392
LightGBM,0.7133490928082356,0.6285509325815457,18.16430171239199,22.198745333152324,15.242011386329642,18.153008273536543
